ROOT_MEM_NAME	TYPE	NUM_FRAMES	PARTS	BOX_SIZE	STATIC	MASS	HEIGHT	SCRIPT_NAME	SKIP_IMPORT	BITDEPTH	paletteRef	DITHER	IMPORT_SIZE	imageCompression	imageQuality	MATTE_OUT_EDGES	DUMMY_COLOR	
dv_sewer_wall_2grid	dv_sewer	1	[]	[54, 14]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[54, 14]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_wall_3grid	dv_sewer	1	[]	[82, 14]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[82, 14]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_wall_4grid	dv_sewer	1	[]	[108, 14]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[108, 14]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_x_joint	dv_sewer	1	[]	[54, 54]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[54, 54]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_bonglandoi_bkg	BKGRND	2	[#heightmap, #visual]	[746, 800]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[746, 800]	jpeg	70	0	rgb( 255, 0, 0 )	
es_bonglandoi_charm_arena	BKGRND	2	[#heightmap, #visual]	[770, 440]	1	5	1	ActionZoneElement	0	16	systemWin	1	[770, 440]	jpeg	80	0	rgb( 255, 0, 0 )	
es_mounds_bkg	BKGRND	2	[#heightmap, #visual]	[1492, 832]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[1492, 832]	jpeg	70	0	rgb( 255, 0, 0 )	
es_mounds_blocked_pass	es_mounds	1	[]	[43, 46]	1	5	1	ActionZoneElement	0	16	systemWin	1	[43, 46]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_mounds_camp_camp	es_mounds	1	[]	[67, 78]	1	5	1	ActionZoneElement	0	16	systemWin	1	[67, 78]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_mounds_camp_campfire	es_mounds	3	[]	[25, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[25, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_narkeenin_bkg	BKGRND	2	[#heightmap, #visual]	[746, 416]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[746, 416]	jpeg	70	0	rgb( 255, 0, 0 )	
es_narkeenin_cyrochamber_blend	es_narkeenin	1	[]	[38, 38]	1	5	1	ActionZoneElement	0	8	systemWin	0	[38, 38]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_narkeenin_cyrochamber_lid	es_narkeenin	1	[]	[38, 38]	1	5	1	ActionZoneElement	0	16	systemWin	1	[38, 38]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_narkeenin_power_arena	BKGRND	2	[#heightmap, #visual]	[770, 440]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[770, 440]	jpeg	80	0	rgb( 255, 0, 0 )	
es_oneli_gorge_bkg	BKGRND	2	[#heightmap, #visual]	[3750, 417]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[3750, 417]	jpeg	70	0	rgb( 255, 0, 0 )	
es_oneli_gorge_bridge	es_oneli_gorge	1	[]	[43, 216]	1	5	1	ActionZoneElement	0	16	systemWin	1	[43, 216]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_oneli_gorge_ice_chunk1	es_oneli_gorge	1	[]	[68, 54]	1	5	1	ActionZoneElement	0	16	systemWin	1	[68, 54]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_oneli_gorge_ice_chunk2	es_oneli_gorge	1	[]	[62, 64]	1	5	1	ActionZoneElement	0	16	systemWin	1	[62, 64]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_qarsikti_bkg	BKGRND	2	[#heightmap, #visual]	[1492, 416]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[1492, 416]	jpeg	70	0	rgb( 255, 0, 0 )	
es_qarsikti_rock_chunk1	es_qarsikti	1	[]	[53, 59]	1	5	1	ActionZoneElement	0	16	systemWin	1	[53, 59]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_qarsikti_rock_chunk2	es_qarsikti	1	[]	[32, 37]	1	5	1	ActionZoneElement	0	16	systemWin	1	[32, 37]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_qarsikti_rock_chunk3	es_qarsikti	1	[]	[83, 69]	1	5	1	ActionZoneElement	0	16	systemWin	1	[83, 69]	movieSetting	80	0	rgb( 255, 0, 0 )	
es_sontoori_bkg	BKGRND	2	[#heightmap, #visual]	[746, 416]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[746, 416]	jpeg	70	0	rgb( 255, 0, 0 )	
kek_blockA_bkg	BKGRND	2	[#heightmap, #visual]	[757, 433]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[757, 433]	movieSetting	80	0	rgb( 255, 0, 0 )	
kek_blockB_bkg	BKGRND	2	[#heightmap, #visual]	[757, 433]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[757, 433]	movieSetting	80	0	rgb( 255, 0, 0 )	
kek_blockC_bkg	BKGRND	2	[#heightmap, #visual]	[757, 433]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[757, 433]	movieSetting	80	0	rgb( 255, 0, 0 )	
kek_blockD_bkg	BKGRND	2	[#heightmap, #visual]	[757, 433]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[757, 433]	movieSetting	80	0	rgb( 255, 0, 0 )	
kek_botyard1_bkg	BKGRND	2	[#heightmap, #visual]	[757, 434]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[757, 434]	movieSetting	80	0	rgb( 255, 0, 0 )	
kek_botyard2_bkg	BKGRND	2	[#heightmap, #visual]	[757, 434]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[757, 434]	movieSetting	80	0	rgb( 255, 0, 0 )	
kek_entrance_bkg	BKGRND	2	[#heightmap, #visual]	[757, 550]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[757, 550]	movieSetting	80	0	rgb( 255, 0, 0 )	
kek_final_bkg	BKGRND	2	[#heightmap, #visual]	[1331, 433]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[1331, 433]	movieSetting	80	0	rgb( 255, 0, 0 )	
poly_entrance	poly	1	[]	[27, 27]	1	5	1	ActionZoneElement	0	16	systemWin	1	[27, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
poly_ramp	poly	1	[]	[27, 27]	1	5	1	ActionZoneElement	0	16	systemWin	1	[27, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
poly_trigger	poly	1	[]	[27, 27]	1	5	1	ActionZoneElement	0	16	systemWin	1	[27, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
